frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1105,  0,  9.209,  0.98,  1, 0.14, 0.02, 1.08, 0.05, 0.54, 0.00, 0.00, 1.65, 0.26, 1.46, 0.13, 0.00, 0.00, 0.00, 0.46, 0.31, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1106,  0,  9.218,  0.98,  1, 0.07, 0.02, 1.20, 0.05, 0.50, 0.00, 0.00, 1.61, 0.27, 1.41, 0.19, 0.08, 0.00, 0.01, 0.56, 0.23, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1107,  0,  9.226,  0.98,  1, 0.00, 0.00, 1.26, 0.05, 0.55, 0.00, 0.00, 1.80, 0.32, 1.33, 0.20, 0.08, 0.00, 0.01, 0.55, 0.35, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1108,  0,  9.234,  0.98,  1, 0.03, 0.00, 1.37, 0.00, 0.47, 0.00, 0.00, 1.71, 0.29, 1.31, 0.07, 0.15, 0.00, 0.01, 0.46, 0.27, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1109,  0,  9.243,  0.98,  1, 0.03, 0.00, 1.15, 0.18, 0.52, 0.00, 0.00, 1.77, 0.29, 1.28, 0.00, 0.10, 0.00, 0.00, 0.40, 0.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1110,  0,  9.251,  0.98,  1, 0.03, 0.00, 1.09, 0.18, 0.48, 0.00, 0.00, 1.62, 0.23, 1.13, 0.00, 0.10, 0.00, 0.00, 0.47, 0.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1111,  0,  9.259,  0.98,  1, 0.00, 0.00, 1.07, 0.24, 0.50, 0.00, 0.00, 1.61, 0.23, 1.16, 0.04, 0.12, 0.00, 0.00, 0.42, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1112,  0,  9.268,  0.98,  1, 0.00, 0.00, 1.20, 0.06, 0.43, 0.00, 0.00, 1.55, 0.17, 1.25, 0.06, 0.09, 0.00, 0.00, 0.54, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1113,  0,  9.276,  0.98,  1, 0.00, 0.00, 1.13, 0.06, 0.45, 0.00, 0.00, 1.60, 0.18, 1.45, 0.06, 0.10, 0.00, 0.00, 0.43, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1114,  0,  9.284,  0.98,  1, 0.00, 0.00, 0.94, 0.00, 0.49, 0.00, 0.00, 1.76, 0.20, 1.51, 0.02, 0.13, 0.00, 0.00, 0.48, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1115,  0,  9.293,  0.98,  1, 0.00, 0.00, 0.89, 0.00, 0.55, 0.00, 0.00, 1.59, 0.21, 1.44, 0.02, 0.20, 0.00, 0.00, 0.31, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1116,  0,  9.301,  0.98,  1, 0.00, 0.00, 0.93, 0.00, 0.55, 0.00, 0.00, 1.48, 0.20, 1.19, 0.03, 0.24, 0.08, 0.01, 0.32, 0.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1117,  0,  9.309,  0.98,  1, 0.05, 0.00, 1.10, 0.00, 0.53, 0.00, 0.00, 1.29, 0.15, 1.16, 0.03, 0.16, 0.08, 0.02, 0.24, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1118,  0,  9.318,  0.98,  1, 0.05, 0.19, 1.09, 0.00, 0.44, 0.00, 0.00, 1.40, 0.15, 1.24, 0.01, 0.13, 0.13, 0.02, 0.32, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1119,  0,  9.326,  0.98,  1, 0.05, 0.19, 1.11, 0.00, 0.48, 0.00, 0.00, 1.45, 0.16, 1.55, 0.00, 0.10, 0.05, 0.01, 0.29, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1120,  0,  9.334,  0.98,  1, 0.00, 0.19, 1.02, 0.00, 0.46, 0.00, 0.00, 1.54, 0.19, 1.53, 0.01, 0.07, 0.05, 0.01, 0.47, 0.35, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1121,  0,  9.343,  0.98,  1, 0.00, 0.00, 1.13, 0.09, 0.55, 0.00, 0.00, 1.64, 0.18, 1.57, 0.09, 0.11, 0.03, 0.01, 0.51, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1122,  0,  9.351,  0.98,  1, 0.00, 0.00, 1.17, 0.10, 0.55, 0.00, 0.00, 1.78, 0.14, 1.48, 0.09, 0.19, 0.04, 0.01, 0.54, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1123,  0,  9.359,  0.98,  1, 0.00, 0.00, 1.22, 0.10, 0.58, 0.00, 0.00, 1.86, 0.10, 1.51, 0.10, 0.19, 0.04, 0.00, 0.45, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1124,  0,  9.368,  0.98,  1, 0.00, 0.00, 1.07, 0.10, 0.45, 0.00, 0.00, 1.69, 0.08, 1.47, 0.02, 0.11, 0.17, 0.02, 0.44, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1125,  0,  9.376,  0.98,  1, 0.00, 0.00, 1.02, 0.09, 0.43, 0.00, 0.00, 1.61, 0.17, 1.43, 0.02, 0.01, 0.16, 0.10, 0.39, 0.12, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1126,  0,  9.384,  0.98,  1, 0.00, 0.00, 1.04, 0.09, 0.52, 0.00, 0.00, 1.64, 0.19, 1.57, 0.02, 0.01, 0.16, 0.10, 0.29, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1127,  0,  9.393,  0.98,  1, 0.00, 0.00, 1.19, 0.00, 0.63, 0.00, 0.00, 1.78, 0.18, 1.60, 0.02, 0.01, 0.02, 0.08, 0.15, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1128,  0,  9.401,  0.98,  1, 0.00, 0.00, 1.25, 0.21, 0.67, 0.00, 0.00, 1.78, 0.12, 1.58, 0.02, 0.01, 0.02, 0.00, 0.23, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1129,  0,  9.409,  0.98,  1, 0.00, 0.00, 1.11, 0.24, 0.55, 0.00, 0.00, 1.63, 0.15, 1.53, 0.00, 0.07, 0.03, 0.00, 0.16, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1130,  0,  9.418,  0.98,  1, 0.00, 0.00, 1.06, 0.29, 0.53, 0.00, 0.00, 1.57, 0.15, 1.44, 0.04, 0.29, 0.05, 0.04, 0.28, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1131,  0,  9.426,  0.98,  1, 0.00, 0.00, 1.18, 0.07, 0.45, 0.00, 0.00, 1.54, 0.16, 1.45, 0.04, 0.29, 0.05, 0.08, 0.25, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1132,  0,  9.434,  0.98,  1, 0.00, 0.00, 1.20, 0.04, 0.47, 0.00, 0.00, 1.53, 0.10, 1.46, 0.10, 0.47, 0.05, 0.25, 0.23, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1133,  0,  9.443,  0.98,  1, 0.00, 0.00, 1.21, 0.04, 0.51, 0.00, 0.00, 1.46, 0.24, 1.46, 0.15, 0.42, 0.00, 0.21, 0.10, 0.44, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1134,  0,  9.451,  0.98,  1, 0.00, 0.00, 1.00, 0.04, 0.49, 0.00, 0.00, 1.46, 0.20, 1.51, 0.17, 0.42, 0.00, 0.20, 0.21, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1135,  0,  9.459,  0.98,  1, 0.00, 0.03, 0.99, 0.04, 0.47, 0.00, 0.00, 1.46, 0.22, 1.54, 0.11, 0.22, 0.00, 0.04, 0.29, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1136,  0,  9.468,  0.98,  1, 0.00, 0.18, 0.99, 0.00, 0.44, 0.00, 0.00, 1.44, 0.14, 1.59, 0.06, 0.07, 0.00, 0.12, 0.48, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1137,  0,  9.476,  0.98,  1, 0.00, 0.18, 0.96, 0.00, 0.49, 0.00, 0.00, 1.34, 0.23, 1.42, 0.14, 0.18, 0.00, 0.15, 0.42, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1138,  0,  9.484,  0.98,  1, 0.00, 0.15, 1.03, 0.00, 0.49, 0.00, 0.00, 1.32, 0.18, 1.28, 0.14, 0.24, 0.00, 0.17, 0.62, 0.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1139,  0,  9.493,  0.98,  1, 0.03, 0.00, 1.05, 0.00, 0.49, 0.00, 0.00, 1.52, 0.15, 1.22, 0.09, 0.20, 0.00, 0.09, 0.68, 0.36, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1140,  0,  9.501,  0.98,  1, 0.03, 0.00, 1.06, 0.02, 0.51, 0.00, 0.00, 1.60, 0.12, 1.20, 0.00, 0.11, 0.00, 0.04, 0.78, 0.41, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1141,  0,  9.510,  0.98,  1, 0.03, 0.00, 0.92, 0.02, 0.48, 0.00, 0.00, 1.65, 0.13, 1.13, 0.00, 0.04, 0.00, 0.07, 0.77, 0.41, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1142,  0,  9.518,  0.98,  1, 0.00, 0.00, 0.99, 0.02, 0.54, 0.00, 0.00, 1.50, 0.10, 1.27, 0.00, 0.11, 0.00, 0.08, 0.80, 0.28, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1143,  0,  9.526,  0.98,  1, 0.00, 0.00, 1.05, 0.05, 0.53, 0.00, 0.00, 1.47, 0.01, 1.40, 0.00, 0.10, 0.00, 0.10, 0.73, 0.25, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1144,  0,  9.535,  0.98,  1, 0.00, 0.00, 1.23, 0.05, 0.56, 0.00, 0.00, 1.57, 0.00, 1.49, 0.00, 0.08, 0.00, 0.05, 0.64, 0.25, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1145,  0,  9.543,  0.98,  1, 0.00, 0.00, 1.12, 0.05, 0.54, 0.00, 0.00, 1.73, 0.08, 1.32, 0.00, 0.01, 0.00, 0.09, 0.47, 0.23, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1146,  0,  9.551,  0.98,  1, 0.06, 0.00, 1.13, 0.00, 0.52, 0.00, 0.00, 1.72, 0.13, 1.29, 0.09, 0.08, 0.00, 0.06, 0.39, 0.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1147,  0,  9.560,  0.98,  1, 0.06, 0.00, 1.06, 0.00, 0.51, 0.00, 0.01, 1.73, 0.20, 1.23, 0.09, 0.26, 0.00, 0.05, 0.34, 0.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1148,  0,  9.568,  0.98,  1, 0.06, 0.00, 1.12, 0.00, 0.49, 0.00, 0.01, 1.71, 0.21, 1.32, 0.17, 0.33, 0.00, 0.00, 0.37, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1149,  0,  9.576,  0.98,  1, 0.00, 0.00, 1.12, 0.16, 0.55, 0.00, 0.01, 1.73, 0.19, 1.52, 0.08, 0.25, 0.00, 0.00, 0.49, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1150,  0,  9.585,  0.98,  1, 0.04, 0.00, 1.17, 0.16, 0.53, 0.00, 0.00, 1.64, 0.14, 1.62, 0.08, 0.08, 0.00, 0.00, 0.47, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1151,  0,  9.593,  0.98,  1, 0.04, 0.00, 1.12, 0.16, 0.47, 0.00, 0.00, 1.42, 0.06, 1.67, 0.00, 0.13, 0.05, 0.01, 0.54, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1152,  0,  9.601,  0.98,  1, 0.04, 0.00, 1.03, 0.03, 0.46, 0.00, 0.00, 1.34, 0.04, 1.41, 0.00, 0.18, 0.05, 0.06, 0.48, 0.23, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1153,  0,  9.610,  0.98,  1, 0.00, 0.00, 1.04, 0.08, 0.53, 0.00, 0.00, 1.44, 0.03, 1.38, 0.00, 0.18, 0.08, 0.06, 0.53, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1154,  0,  9.618,  0.98,  1, 0.00, 0.00, 1.07, 0.08, 0.62, 0.00, 0.00, 1.55, 0.05, 1.40, 0.05, 0.11, 0.14, 0.18, 0.39, 0.13, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1155,  0,  9.626,  0.98,  1, 0.03, 0.00, 1.15, 0.05, 0.66, 0.00, 0.00, 1.63, 0.14, 1.30, 0.12, 0.15, 0.14, 0.13, 0.31, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1156,  0,  9.635,  0.98,  1, 0.05, 0.00, 1.02, 0.00, 0.64, 0.00, 0.00, 1.47, 0.18, 1.27, 0.16, 0.21, 0.10, 0.13, 0.23, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1157,  0,  9.643,  0.98,  1, 0.05, 0.04, 0.96, 0.00, 0.61, 0.00, 0.00, 1.51, 0.23, 1.16, 0.13, 0.28, 0.02, 0.00, 0.24, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1158,  0,  9.651,  0.98,  1, 0.03, 0.04, 0.94, 0.00, 0.60, 0.00, 0.00, 1.59, 0.23, 1.29, 0.32, 0.23, 0.02, 0.00, 0.35, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1159,  0,  9.660,  0.98,  1, 0.01, 0.04, 0.95, 0.00, 0.59, 0.00, 0.00, 1.76, 0.22, 1.28, 0.29, 0.23, 0.02, 0.00, 0.39, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1160,  0,  9.668,  0.98,  1, 0.09, 0.02, 0.97, 0.00, 0.65, 0.00, 0.00, 1.81, 0.23, 1.43, 0.36, 0.19, 0.00, 0.00, 0.46, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1161,  0,  9.676,  0.98,  1, 0.08, 0.02, 1.03, 0.16, 0.60, 0.00, 0.00, 1.66, 0.12, 1.47, 0.09, 0.15, 0.00, 0.00, 0.51, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1162,  0,  9.685,  0.98,  1, 0.08, 0.02, 1.10, 0.26, 0.65, 0.00, 0.00, 1.58, 0.13, 1.52, 0.12, 0.21, 0.00, 0.02, 0.46, 0.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1163,  0,  9.693,  0.98,  1, 0.02, 0.00, 1.15, 0.27, 0.53, 0.00, 0.00, 1.53, 0.06, 1.39, 0.04, 0.18, 0.00, 0.02, 0.31, 0.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1164,  0,  9.701,  0.98,  1, 0.02, 0.00, 1.14, 0.11, 0.48, 0.00, 0.00, 1.55, 0.10, 1.30, 0.04, 0.23, 0.00, 0.03, 0.13, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1165,  0,  9.710,  0.98,  1, 0.02, 0.00, 1.03, 0.01, 0.38, 0.00, 0.00, 1.48, 0.09, 1.19, 0.01, 0.11, 0.00, 0.04, 0.18, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1166,  0,  9.718,  0.98,  1, 0.00, 0.00, 0.94, 0.02, 0.52, 0.00, 0.04, 1.47, 0.09, 1.32, 0.00, 0.11, 0.00, 0.04, 0.31, 0.35, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1167,  0,  9.726,  0.98,  1, 0.00, 0.00, 0.96, 0.02, 0.55, 0.00, 0.04, 1.63, 0.13, 1.41, 0.00, 0.06, 0.00, 0.04, 0.35, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1168,  0,  9.735,  0.98,  1, 0.00, 0.00, 1.11, 0.02, 0.62, 0.00, 0.04, 1.67, 0.12, 1.46, 0.00, 0.06, 0.00, 0.00, 0.29, 0.11, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1169,  0,  9.743,  0.98,  1, 0.00, 0.00, 1.33, 0.00, 0.48, 0.00, 0.00, 1.66, 0.12, 1.37, 0.05, 0.10, 0.00, 0.00, 0.32, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1170,  0,  9.751,  0.98,  1, 0.00, 0.00, 1.25, 0.05, 0.47, 0.00, 0.00, 1.56, 0.08, 1.50, 0.11, 0.38, 0.04, 0.01, 0.40, 0.11, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1171,  0,  9.760,  0.98,  1, 0.00, 0.00, 1.17, 0.05, 0.46, 0.00, 0.00, 1.61, 0.12, 1.43, 0.12, 0.41, 0.04, 0.08, 0.39, 0.23, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1172,  0,  9.768,  0.98,  1, 0.00, 0.00, 1.10, 0.06, 0.52, 0.00, 0.00, 1.71, 0.17, 1.49, 0.18, 0.37, 0.18, 0.08, 0.29, 0.23, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1173,  0,  9.776,  0.98,  1, 0.00, 0.00, 1.23, 0.04, 0.53, 0.00, 0.00, 1.77, 0.15, 1.46, 0.11, 0.09, 0.15, 0.15, 0.11, 0.13, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1174,  0,  9.785,  0.98,  1, 0.00, 0.00, 1.34, 0.17, 0.55, 0.00, 0.00, 1.78, 0.09, 1.63, 0.09, 0.14, 0.24, 0.08, 0.07, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
